User_ID,User_Name,Platform,Date,State,Region,Followers,Views,Likes,Shares,Comments,Content_ID,Source,Revenue
1N97NFNT,Ishaan Chopra,Facebook,17-10-2021,Kerala,South,765721,177496,3981303,587550,398126,dbrsiv34j0,Sponsorship,183822.27
DVXVXYI1,Ishaan Patel,Snapchat,14-11-2021,Madhya Pradesh,Central,414624,5002509,2145186,233895,304186,5blw4o9hax,Collaboration,390373.33
72BYNCS5,Aarav Nair,YouTube,09-08-2020,Tamil Nadu,South,95797,3431633,3053497,802415,452800,6h7009wvnf,Collaboration,765538.96
L0OQZMKV,Aarav Chopra,Twitter / X,08-01-2021,Punjab,North,728077,9862905,3223240,638666,401433,vdkt97axuh,Sponsorship,212538.72
OUQJACPT,Aryan Nair,Twitter / X,06-01-2022,Chhattisgarh,Central,524996,8088114,701720,726960,71042,09sgwn0mod,Patrion,666600.18
MVFYNETU,Aarav Yadav,Facebook,12-01-2020,Kerala,South,822910,2540422,1240691,573606,408077,5g72mf4srn,Collaboration,351074.41
XK7OX4RO,Diya Mehta,Twitter / X,20-07-2022,Punjab,North,718696,2532523,4361911,257409,53898,17etmysbtl,Consultancy,818915.4
10MEATDU,Aryan Yadav,Snapchat,02-05-2023,Kerala,South,516713,4362988,2128175,523914,228242,cht1tpgnwn,Consultancy,242615.78
I3P0OI8U,Aditya Patel,Snapchat,14-12-2020,Haryana,North,527383,1921040,623476,361783,321,grh5rkllfv,Sponsorship,319831.33
AR1AR6UF,Vivaan Nair,Instagram,18-04-2023,Rajasthan,West,511459,7565793,1982248,429690,198046,at0leupk9i,Patrion,365156.27
PTMQK0YM,Diya Chopra,Twitter / X,16-05-2021,Punjab,North,119731,8980502,2124204,275292,138433,807cp4lmjr,Consultancy,237384.69
FFSSPN32,Riya Verma,YouTube,28-03-2024,Rajasthan,West,591123,8710888,3935385,348342,195773,r5t9egvxbc,Guest Appearance,12789.13
MEILNB0C,Sai Nair,Instagram,13-01-2021,Jharkhand,East,305558,6858683,1054822,901591,344878,0q9gi7611m,Collaboration,372173.36
HZWR73YA,Ishaan Patel,YouTube,15-01-2021,Uttar Pradesh,North,766708,2014907,4986782,423031,480416,arrwws4fzr,Collaboration,465336.95
IVQHXSIP,Ishaan Yadav,Twitter / X,11-03-2023,Maharashtra,West,524782,9553657,4182978,527790,424940,lma5bxjnbz,Guest Appearance,400029.98
6080YAPI,Aditya Patel,Snapchat,29-12-2021,Punjab,North,155891,7527914,4335679,166130,181260,kilkcmrcph,Guest Appearance,840246.17
8PKWTZV4,Aryan Chopra,Twitter / X,02-11-2022,Telangana,South,704863,8403269,2551964,7593,259490,llhtahowrp,Collaboration,870492.55
BQZACGBV,Kavya Patel,Twitter / X,15-05-2024,Kerala,South,135733,8972269,896044,333098,203540,tt23g5smq5,Guest Appearance,771021.63
K8ULIDI5,Ishaan Reddy,YouTube,13-03-2020,Bihar,East,870140,8879202,3120885,556573,113165,buys9p7sep,Collaboration,535962.34
MO7RN7UQ,Sai Mehta,Instagram,24-07-2020,Maharashtra,West,851273,51421,2671864,989370,390670,1yp6e9kgy2,Guest Appearance,651160.91
SCW63TFM,Aryan Nair,Instagram,25-05-2024,Telangana,South,496589,2500450,390276,552065,11206,f7akn207ki,Patrion,379285.61
YPYEMNNP,Sai Nair,Twitter / X,14-12-2023,Mizoram,East,462845,5978619,378312,44236,21771,5ltbxvero6,Guest Appearance,681930.15
NVLIPMZ6,Aryan Sharma,Facebook,02-06-2024,Rajasthan,West,688252,6606885,1771886,589842,114100,or5kls0rsh,Consultancy,65089.15
15YJX5W3,Ishaan Yadav,Facebook,06-10-2023,Tripura,Central,37928,682601,292979,272572,187202,h6zaz505t0,Patrion,632150.35
LKYN0BU8,Sai Verma,Snapchat,15-08-2024,Uttarakhand,North,15587,9899325,4203906,121426,465376,ootuia4tnd,Collaboration,549741.14
BNL7NFPE,Diya Reddy,Snapchat,09-08-2020,Kerala,South,134411,7406045,3376367,622433,262497,qg527v72w7,Patrion,280457.86
TWXWQQIH,Diya Chopra,Twitter / X,18-05-2022,Arunachal Pradesh,North,938223,4660788,1447448,401342,491739,7c41q6l4jd,Collaboration,430425.29
8YSWV20K,Diya Nair,Twitter / X,13-09-2023,Jharkhand,East,706866,9620331,961025,875895,114971,73ujs3ev33,Patrion,246907.25
70LGRPZR,Vivaan Nair,Snapchat,19-06-2021,Madhya Pradesh,Central,886897,4535221,29037,835560,89366,pemklmdh3p,Collaboration,831206.29
T75MCAYJ,Aditya Mehta,Facebook,09-11-2024,Gujarat,West,505619,5692980,56101,385756,210794,6sc6xsgafc,Patrion,188553.29
BXXHTD2F,Kavya Patel,Snapchat,21-05-2021,Jharkhand,East,256687,2595612,3435017,131564,235363,qzppw624u4,Patrion,537659.66
XQKY9KVG,Vivaan Reddy,Snapchat,28-09-2022,Manipur,East,669159,8304122,1317369,908515,434817,05oj38ayix,Patrion,646343.97
1BCEZ15R,Riya Sharma,Instagram,13-05-2021,Gujarat,West,318096,692738,1740062,581617,356874,tgdl970sdo,Guest Appearance,817895.64
IECEVS40,Riya Mehta,Facebook,27-05-2020,Goa,West,116708,5933615,2316019,812634,464199,yir6mi34ud,Patrion,775012.61
S4INCO8O,Aditya Patel,Instagram,02-11-2024,Andhra Pradesh,South,999147,8296609,4632645,670242,317309,e78d29f8px,Collaboration,337682.13
ECKC546R,Aarav Yadav,Facebook,23-12-2023,Maharashtra,West,646008,8783090,539850,39075,295922,9rm5po7btp,Sponsorship,762918.83
7YFKPI9B,Kavya Verma,Instagram,25-03-2024,Nagaland,South,607668,301149,1636370,649295,5299,v8ab40ooba,Collaboration,984955.1
RSLXWZ4W,Vivaan Reddy,Facebook,03-08-2022,Jharkhand,East,240507,8942407,983680,933078,173156,7f2heqy8lb,Consultancy,592862.56
YT86R5KX,Aryan Joshi,Snapchat,31-05-2024,West Bengal,East,327407,6057701,2250874,476700,286352,brw3g91hov,Guest Appearance,242560.85
M9XXK7TT,Diya Sharma,Twitter / X,25-11-2024,Uttarakhand,North,778711,8386277,3899304,32971,323573,u0e2d5219z,Sponsorship,283111.61
I3NPPABL,Aarav Verma,YouTube,18-10-2023,Gujarat,West,210606,3504101,2742533,194707,3790,4p93nyh90e,Patrion,398908.53
INK68GAR,Kavya Verma,YouTube,14-06-2024,Haryana,North,611357,4952010,2654955,487803,483045,0b1vwntvza,Consultancy,413362.85
2IM29NNQ,Ishaan Reddy,Instagram,07-01-2021,Manipur,East,115742,4024312,236477,157462,369424,g7s1rdolpg,Guest Appearance,168025.77
NQPCKBQR,Sai Patel,Facebook,31-12-2023,Gujarat,West,521083,8275547,2918693,171242,206496,9lq6w67vzo,Guest Appearance,861935.85
RD5ECFJF,Aryan Nair,Instagram,21-12-2024,Bihar,East,321186,6988186,3688135,227466,39037,67p7q4zd6a,Patrion,402586.14
L7XTR3GA,Vivaan Verma,Snapchat,05-04-2022,Karnataka,South,926822,1499797,3871896,30432,202924,dxbdehhd8w,Sponsorship,455349.51
78QN8PAC,Vivaan Mehta,Instagram,18-10-2024,Andhra Pradesh,South,137189,6691936,480754,744177,468943,5t84cpkjyk,Sponsorship,836297.79
5R5X7F6T,Aditya Reddy,Twitter / X,12-08-2023,Himachal Pradesh,North,447094,4931024,1059947,778503,38473,2psoi373dz,Guest Appearance,149233.58
7PLC1KJG,Sai Verma,Snapchat,20-03-2024,Himachal Pradesh,North,909271,4536494,4869987,831107,164924,abl3dyh97d,Collaboration,642039.78
X02W1ARV,Aarav Chopra,YouTube,27-05-2022,Jharkhand,East,605611,5390340,3799441,784111,197046,bu1iadyw8w,Patrion,306788.58
IJI934QP,Riya Chopra,Twitter / X,11-07-2020,Meghalaya,West,527346,6045006,1311108,876815,498734,nix4r5b92h,Sponsorship,83065.09
ELOUQX0M,Riya Sharma,Instagram,23-01-2024,Telangana,South,827112,5945309,273207,628158,183603,rustqfob80,Guest Appearance,605800.72
KPWDMJ3Z,Ishaan Patel,Snapchat,16-11-2022,Goa,West,678464,436029,4283073,558719,385772,0bsh1fye7l,Collaboration,878257.87
25H8GORM,Sai Joshi,Instagram,29-03-2024,Chhattisgarh,Central,936245,7197063,1034701,445344,91728,yz8jg2rzgh,Patrion,232906.89
5G2YLFVG,Kavya Das,Facebook,12-09-2022,Meghalaya,East,118370,6202126,4263464,477562,34393,wwfb4lux4l,Sponsorship,863583.65
NY0TR2ZI,Anaya Patel,Snapchat,07-03-2021,Odisha,East,483693,9815187,2921713,475976,78149,izd82cudld,Sponsorship,239760.1
BBLN1B5O,Riya Nair,YouTube,31-08-2024,Gujarat,West,814900,4838652,869455,178914,110742,f0g46u2slz,Patrion,59704.87
1ZKV4IAS,Diya Joshi,Snapchat,29-11-2022,Tripura,South,504028,2843999,1039796,236230,498051,9p8tfxsw3h,Sponsorship,372690.24
I74KZT22,Aryan Sharma,Facebook,28-06-2022,Punjab,North,669938,4670203,3671950,931127,388248,2td2qyuoln,Consultancy,31657.94
R9A67L7S,Sai Nair,YouTube,21-01-2024,West Bengal,East,107029,2086724,4288537,28866,350143,tgxi9c70tr,Guest Appearance,975298.73
FMRMQ9PK,Diya Reddy,Facebook,02-03-2024,Tripura,North,468925,271732,3199291,431028,218202,yrxxo1id2c,Patrion,697113.35
9VMHVR04,Anaya Sharma,Facebook,25-09-2022,Bihar,East,517837,1295766,3913889,8930,405826,8rwho3u56k,Consultancy,517601.1
R3O3QYEP,Anaya Chopra,Facebook,28-10-2020,Arunachal Pradesh,East,922780,5390984,509016,805166,222662,84uvm6n6pw,Collaboration,24716.55
960BMTXV,Sai Mehta,Instagram,23-01-2020,Manipur,Central,104511,9536669,3476837,565918,450779,27jllz90z2,Patrion,263908.14
BLB8ND6N,Diya Yadav,Snapchat,21-06-2024,Goa,West,295238,162392,4731478,825396,91427,b0x2vvi7ai,Consultancy,864163.18
KB0TNRU4,Anaya Yadav,Instagram,25-09-2021,Assam,Central,270885,94237,411741,14309,21126,6bko4jqth0,Guest Appearance,809823.83
GOK6UFKP,Diya Chopra,Snapchat,03-05-2020,Kerala,South,88194,3229206,4449350,41542,365311,qlc9eyd3my,Consultancy,60348.35
EUVLD7P4,Vivaan Chopra,Instagram,25-05-2020,Sikkim,West,717977,4606727,4035648,995623,421553,r1zng13wy6,Collaboration,700738.28
VOCN8DS7,Anaya Yadav,YouTube,08-05-2022,Bihar,East,297596,6132631,4237386,636521,473253,1jl7tg6cd2,Collaboration,864014.62
E7YKRZ3F,Riya Chopra,Instagram,22-03-2023,Rajasthan,West,97801,4466335,2511523,556131,476884,79aaxn45jo,Guest Appearance,155089.74
K02RA81R,Kavya Yadav,Instagram,14-10-2024,Telangana,South,600962,7886648,1726689,474857,278515,bi4mu4qp4u,Consultancy,441819.14
QP81YCEG,Diya Patel,Snapchat,13-09-2024,Uttar Pradesh,North,266413,2117942,2873695,604987,344937,xhq5r7a2p4,Consultancy,575374.32
W4P220X3,Ishaan Chopra,Twitter / X,16-09-2023,Andhra Pradesh,South,318730,4656218,3736222,500761,252399,79jmq48b89,Sponsorship,697363.49
NKWB3WWT,Kavya Mehta,Facebook,28-01-2022,Kerala,South,409360,3632757,4116047,270985,498007,67tm0zxo41,Patrion,210916.43
MJGZ9AUM,Sai Sharma,Snapchat,24-11-2020,Uttarakhand,North,494272,7888794,1097235,553719,327744,z1ruy5r8t9,Collaboration,735513.39
93AOPVBW,Kavya Yadav,Instagram,25-06-2021,Rajasthan,West,568234,2894723,2395203,206193,362838,mcr32pir2y,Consultancy,139996.7
D9UCEGYU,Aarav Chopra,Facebook,03-12-2021,Meghalaya,Central,185478,5776866,303119,104022,203577,vmwtrshrbs,Collaboration,216151.02
03UF8RI3,Ishaan Das,Facebook,01-04-2024,West Bengal,East,818929,4676948,2361110,102513,289562,azyw6weyuk,Consultancy,39906.72
9TT96J6V,Vivaan Verma,Facebook,26-02-2020,Assam,South,867542,3867951,4722300,853222,475018,0cn89yxjh8,Consultancy,827178.42
YZM5095T,Anaya Yadav,Facebook,28-08-2022,Nagaland,West,254043,5143067,4613336,660616,407937,l0a9gq2ycq,Collaboration,814114.18
FB4MFPVK,Anaya Joshi,Facebook,16-11-2023,Madhya Pradesh,Central,489482,2409922,3310434,585573,376853,qzvisxujv2,Guest Appearance,967539.23
FRJ2NWBA,Ishaan Patel,YouTube,11-02-2022,Manipur,Central,833965,6391415,2630295,191612,437752,0dlhxbaac6,Patrion,805770.61
CV2IYQ9G,Diya Chopra,YouTube,23-07-2020,Odisha,East,306246,6639035,1862917,839342,187537,lchhcc5zsn,Patrion,843422.73
3RY0Z9YJ,Sai Verma,Snapchat,06-01-2022,Assam,West,998798,466880,4192024,244646,3621,gd794qqiv3,Sponsorship,83885.66
AX7UOC2T,Aditya Patel,Instagram,01-02-2020,West Bengal,East,1090,6979121,649321,218954,274891,njypogx49j,Consultancy,542714.16
43D3ZB28,Diya Sharma,Twitter / X,08-10-2021,Arunachal Pradesh,South,968546,1176292,944264,600068,494835,l867wc8rvg,Consultancy,796792.83
RRPBL64L,Aditya Mehta,Snapchat,17-12-2021,Tripura,North,879069,4587300,1419357,188279,162377,ojcvj0s121,Consultancy,852807.31
0F1DEU3D,Aarav Mehta,YouTube,13-02-2020,Bihar,East,994263,1270005,4761222,523566,351933,2l6bgrt4lb,Consultancy,734254.78
66KE9JFO,Aarav Joshi,YouTube,04-05-2020,Assam,East,890243,732941,544061,344458,429514,epso1gs58p,Consultancy,143408.06
OUSK57QN,Aryan Verma,Snapchat,31-08-2023,Assam,North,47233,7201339,4487354,81688,472786,jpuf7vxqod,Sponsorship,313232.53
52LBRAY5,Diya Verma,YouTube,08-12-2024,Bihar,East,7256,92340,3765119,957019,248170,tgknqdw7rb,Patrion,488359.98
D02G1K5J,Aarav Das,Facebook,14-08-2020,Tamil Nadu,South,380983,2659187,3796136,998401,92694,0wth8q92bs,Guest Appearance,102706.98
1MVJKQ5O,Aryan Joshi,Twitter / X,04-07-2020,Sikkim,South,704775,2772126,2871434,792133,212389,2chdaubm3b,Sponsorship,849977.63
XZ0OIC67,Riya Mehta,YouTube,04-08-2020,West Bengal,East,334488,2068787,3284011,459493,471390,nczfu58to5,Collaboration,386067.51
EM9NR73W,Aditya Mehta,Instagram,06-01-2022,Arunachal Pradesh,North,845179,9221418,165084,406119,322195,jwu73365rd,Guest Appearance,914810.2
5619XPLK,Anaya Reddy,YouTube,18-04-2021,Rajasthan,West,29647,98573,2321235,451611,32544,i34zatz8rb,Consultancy,565449.83
YQWAK59W,Diya Joshi,Facebook,28-04-2020,West Bengal,East,276570,7884444,124284,132732,256203,xufqjegy1l,Sponsorship,897157
6T86LR6S,Aarav Joshi,Instagram,03-01-2021,Bihar,East,509260,5159270,204860,401504,83890,ss2pmiay8m,Consultancy,842290.66
ELJC2TR1,Diya Sharma,Instagram,07-09-2020,Arunachal Pradesh,South,908493,2020371,4451481,666053,140157,da03daz3rw,Sponsorship,977546.27
9CPV4H1R,Riya Patel,Snapchat,24-02-2023,Telangana,South,600518,9797479,2225396,469939,118605,s4hufn4vnb,Patrion,199095.49
BCK3ERVK,Vivaan Patel,Instagram,01-01-2023,Uttar Pradesh,North,854647,1167327,4760969,232703,468546,pu5phpyhx6,Consultancy,693137.21
9K8TEBTL,Vivaan Nair,Snapchat,07-12-2023,Punjab,North,245014,1809399,4480937,469596,323729,troi91eaf3,Collaboration,813030.14
SWIXN1LV,Aditya Chopra,Twitter / X,13-06-2021,Tamil Nadu,South,7047,407861,2603775,257167,406259,477pkbrfbf,Consultancy,476893.62
V8HSM8RT,Aryan Joshi,Facebook,16-02-2021,Mizoram,South,926816,725135,4733690,482858,15538,d2ugqbyns7,Collaboration,104760.46
SW23OGQ7,Aditya Joshi,Twitter / X,05-12-2024,Odisha,East,445195,9135237,4815395,406116,5960,a164s6c6rb,Collaboration,369800.61
YNSATCQE,Anaya Verma,YouTube,02-06-2023,Nagaland,West,634868,7431054,70864,227582,64700,bchuat45j6,Patrion,551204.88
72J7IJ6L,Ishaan Chopra,Facebook,03-03-2022,Arunachal Pradesh,North,192677,1678031,1817064,73756,351305,9ypp0klx5r,Consultancy,222959.17
T0AZQG91,Sai Chopra,Twitter / X,16-09-2020,Andhra Pradesh,South,439586,8823878,4425515,520709,12173,k6m8r8dwpz,Consultancy,818639.56
4YNERV8J,Sai Verma,Snapchat,20-01-2023,Bihar,East,167775,7543751,1896592,757603,423255,bxwoet37pj,Patrion,253440.08
1LQONEWR,Diya Yadav,Instagram,16-07-2023,Andhra Pradesh,South,132297,5304203,2882849,696342,447811,kjupqvubqe,Patrion,472442.95
BXD9JIFZ,Sai Joshi,Snapchat,06-10-2023,Himachal Pradesh,North,564658,8819345,1834511,248189,323089,eht1sem5ps,Patrion,187122.61
69CMNJTU,Anaya Reddy,Snapchat,27-08-2023,Maharashtra,West,972039,1329791,2562435,872969,404812,uorwaobc3o,Consultancy,855424.56
3VPK2U4A,Riya Verma,Snapchat,14-03-2022,Rajasthan,West,373892,9947842,2710650,324011,178212,77ibrsjox5,Consultancy,862264.46
Y2AXGZMY,Riya Joshi,Snapchat,06-11-2023,Rajasthan,West,976857,3314593,474446,523417,405706,8foo36ud0c,Guest Appearance,678916.2
1CERH6AF,Aarav Sharma,Snapchat,06-07-2021,Madhya Pradesh,Central,185700,2478910,3845689,441054,476185,2i3x1ofpym,Consultancy,973168.49
RR4C9ASZ,Diya Reddy,YouTube,05-01-2023,Jharkhand,East,757209,8364994,2880827,376696,314363,xu7u0c0y5f,Guest Appearance,737886.37
71B5O70A,Sai Patel,YouTube,10-10-2022,Uttarakhand,North,481231,4686049,2474403,674719,406130,kizfzmqp7r,Consultancy,878215.81
K4RQJWOJ,Riya Chopra,Facebook,30-05-2024,Arunachal Pradesh,Central,222343,4964021,862634,590364,416904,aq6xcbuukg,Guest Appearance,165460.94
INJESPS8,Kavya Sharma,Facebook,05-08-2021,Odisha,East,541769,9935452,599772,1950,179559,xqud130iym,Patrion,350602.93
X9IHJC5Y,Aryan Sharma,Snapchat,13-10-2024,Bihar,East,684999,3632518,597061,985750,384745,ilxi7t264w,Patrion,209666.59
0ESCDCOW,Vivaan Joshi,Twitter / X,16-10-2021,Tamil Nadu,South,269464,4406291,4159454,580618,264930,v1wqrnbanx,Sponsorship,638641.66
NHPGJX19,Aditya Yadav,Instagram,16-07-2022,Chhattisgarh,Central,161350,56644,4161520,635923,275445,b0bs90xp7r,Consultancy,163500.63
GVP4N23K,Anaya Nair,Twitter / X,09-11-2024,Rajasthan,West,712839,9836282,4575205,706450,117768,96qzusofvd,Consultancy,105107.51
0LRK4T0R,Vivaan Mehta,Instagram,13-02-2024,Punjab,North,235756,3240130,1718308,74210,339578,q7i2hkr65w,Patrion,749565.4
QMBEAABR,Ishaan Nair,YouTube,28-04-2024,West Bengal,East,591401,5986708,4377708,702986,479902,15caeelsx5,Patrion,193684.41
ZLHR69H0,Kavya Das,Facebook,22-12-2023,Punjab,North,914302,8355037,2407900,708437,441785,21g6yrgc5f,Consultancy,759772.97
TEXQQGD5,Anaya Nair,YouTube,02-07-2021,Gujarat,West,849520,1931081,4980943,740898,296002,nj8u81nwyt,Sponsorship,965871.78
31QX4Q7X,Ishaan Joshi,Instagram,12-01-2020,Tamil Nadu,South,679488,7461803,493683,336162,353370,dtmxebgxpe,Sponsorship,477123.56
DK0O8COO,Kavya Yadav,Twitter / X,07-07-2020,Odisha,East,755891,5586036,458452,751279,141774,i91agxmnkn,Patrion,363072.07
50VR9DCA,Aryan Mehta,YouTube,13-02-2020,Manipur,South,254024,4088983,457808,641784,410788,k51glrapdn,Consultancy,220691.19
6H4AH5KT,Aarav Chopra,YouTube,23-05-2020,Uttarakhand,North,666788,7011543,1249839,606996,106162,cuxe5r4boo,Sponsorship,220643.63
5CUJEXU4,Kavya Chopra,YouTube,01-06-2022,West Bengal,East,708508,3402274,872152,623396,301649,9ob7nbqw35,Collaboration,605283.7
HS1TLQ4T,Aryan Patel,Instagram,11-05-2024,Mizoram,South,478384,5843088,3383356,556924,388448,oy9qjs7i58,Guest Appearance,713173.04
6J3VME94,Sai Yadav,Snapchat,22-10-2024,Assam,South,763129,1474857,551097,875964,171769,n1scaft81o,Guest Appearance,642739.32
23XQPLUY,Aditya Reddy,Twitter / X,04-02-2022,Uttarakhand,North,951343,9565012,3425679,669810,123682,qt2exwnsci,Guest Appearance,803427.45
JPBPKVCM,Aryan Verma,Instagram,20-07-2020,Andhra Pradesh,South,635229,3737938,2139252,951981,81688,rud5wc9f2t,Sponsorship,21598.13
4PYX3S63,Anaya Verma,Snapchat,01-08-2023,Mizoram,West,914400,6522962,805949,107921,250086,1y4k8o5b8m,Guest Appearance,744165.26
TKYJXRY9,Diya Chopra,Facebook,06-08-2021,Kerala,South,8091,562731,1933845,61672,103489,dc25dmup1y,Guest Appearance,304097.36
PXDJ8MSH,Diya Verma,YouTube,18-03-2023,Manipur,North,87769,169146,1143745,902797,451567,3ijwef7r1b,Consultancy,577466.62
YPGW00JY,Anaya Joshi,Facebook,06-07-2020,West Bengal,East,253750,8768564,35594,122981,63339,l4rv2yn9ht,Consultancy,982679.56
9F7QA1VI,Kavya Mehta,Facebook,28-07-2024,Uttar Pradesh,North,336311,2511768,1849056,154458,146200,izdhm025lp,Guest Appearance,6984.35
5NAZ4LLS,Anaya Joshi,Facebook,09-06-2023,Gujarat,West,936660,4910113,350029,499070,449846,yfnnmpgg0q,Patrion,876711.18
WNSQHACM,Aditya Patel,Snapchat,21-10-2020,Goa,West,793442,3404438,694195,428724,241319,nadhe709hk,Sponsorship,829516.55
K7RMNZSY,Sai Chopra,Twitter / X,29-04-2021,West Bengal,East,461933,9901438,4931749,563318,247796,ab38lstu0c,Collaboration,704602.44
2IXW2LYN,Sai Chopra,Snapchat,06-07-2021,Rajasthan,West,846609,4835322,2786987,119399,83166,w7fga8x213,Consultancy,800082.05
VYNHCCY7,Aarav Yadav,YouTube,28-04-2023,Chhattisgarh,Central,837182,3397012,2206646,356478,38972,bn4hzwcfu9,Patrion,15202.31
GSZ2DCPG,Aarav Mehta,Snapchat,10-05-2023,Tamil Nadu,South,350233,6966359,1478633,331427,328542,buwchgtwy3,Guest Appearance,889638.55
171SD6QK,Aditya Reddy,Snapchat,22-02-2020,Tripura,South,818844,6946699,4289920,30870,266175,x9xk2j2r24,Collaboration,431817.82
ZRRP52I7,Riya Verma,YouTube,22-04-2020,Uttar Pradesh,North,840942,5108482,1954500,537470,467666,ki19ur8nzj,Sponsorship,555546.31
1B34RQVZ,Sai Verma,Twitter / X,22-11-2020,Nagaland,West,375137,7395812,2594001,406578,3914,hehere2agi,Collaboration,494183.05
ST5TVGOA,Anaya Verma,Snapchat,05-12-2021,Karnataka,South,137617,7609933,1405294,919509,207795,d5dui7a6cv,Collaboration,757858.65
I5GHXCX8,Aditya Sharma,YouTube,29-08-2023,Assam,Central,931775,1527264,2615531,5222,39240,51nn5io7r6,Collaboration,36808.56
KBZ8A06Y,Diya Reddy,Facebook,27-02-2021,Telangana,South,381024,457716,940317,421889,372429,ge9b4unei5,Consultancy,665709.62
0MHXBOH5,Riya Patel,Instagram,01-01-2020,Uttar Pradesh,North,501966,5191861,783689,668803,441750,huyoiuinxs,Consultancy,480774.93
HDLSZATD,Aditya Yadav,Snapchat,08-01-2022,Gujarat,West,46927,1553275,2601640,451537,272425,ieoa3au16n,Consultancy,511115.81
08N0XCS1,Riya Sharma,Facebook,13-03-2021,Sikkim,South,3297,1593532,3148763,365064,55184,vtvoav41b8,Sponsorship,919180.77
UF3QW2KD,Ishaan Patel,Facebook,11-10-2023,Telangana,South,669334,8644663,2380970,205913,384546,vpp55u1r8a,Sponsorship,257462.86
9CBI2MKN,Anaya Verma,Instagram,19-08-2021,Nagaland,South,758682,7869771,965169,719662,475515,upkh5nnaub,Collaboration,628315.37
9ZMQ9P7E,Kavya Patel,YouTube,04-06-2021,Andhra Pradesh,South,213995,6927159,779265,39968,410737,vu7jcsjpkb,Collaboration,418633.31
KR2AGGL6,Vivaan Reddy,Instagram,01-03-2024,Manipur,North,472971,7068596,1564767,195879,286305,bukcnydi9w,Consultancy,771473.51
TTQWH40W,Vivaan Sharma,YouTube,01-12-2020,Himachal Pradesh,North,841279,9816388,3551270,683481,346582,9pd327kjo7,Patrion,376335.68
TMG6T7CY,Anaya Reddy,YouTube,03-04-2023,Manipur,Central,163783,5976745,3930622,925769,8236,5ugpasw1di,Collaboration,322673.05
FI7Y01MU,Aryan Verma,YouTube,09-06-2024,Karnataka,South,896890,8877767,296813,816890,182968,g43154maph,Sponsorship,734085.23
IBUSA0WQ,Ishaan Das,Facebook,26-11-2023,Nagaland,North,610930,2064918,146276,344433,6709,45ubmr81mz,Sponsorship,849737.19
796IQPHX,Sai Verma,Instagram,05-03-2024,Odisha,East,840893,6253171,3466267,519500,222668,vvqfn0izh8,Collaboration,489282.87
G5WU9LOL,Vivaan Nair,Twitter / X,04-11-2023,Arunachal Pradesh,South,324161,3208690,177140,936250,235104,oxi82p3tx0,Sponsorship,932641.04
ZDD2FJ5P,Sai Chopra,Instagram,01-02-2024,Uttar Pradesh,North,694721,3608451,3880201,261597,280078,bhc9gcmyz2,Guest Appearance,143317.52
C0KN6AHQ,Kavya Reddy,Instagram,01-10-2021,Bihar,East,127921,4708191,2715246,977100,183020,2pk69cdotv,Patrion,402722.31
WATX5JTB,Anaya Joshi,Instagram,28-08-2022,Meghalaya,Central,772542,1746654,3394538,391766,472943,ps862jcyb8,Collaboration,281661.03
3GSGCHYB,Aryan Chopra,Facebook,13-04-2024,Madhya Pradesh,Central,848626,7281143,1691786,82090,137365,uysg61vh0a,Consultancy,7251.85
A6S0JECK,Ishaan Nair,YouTube,13-01-2021,Haryana,North,761589,8008383,1657992,588209,362038,9td57rezw3,Guest Appearance,103713.45
N6XGYTBG,Sai Yadav,Snapchat,09-05-2020,Assam,West,54847,4002732,2050265,528223,163055,c01qasl9qo,Consultancy,530988.63
AZIDRCTY,Kavya Das,Facebook,17-05-2023,Assam,Central,345913,9519126,1873613,987615,396848,916822xsju,Collaboration,593768.35
3PSF81BG,Anaya Joshi,Snapchat,22-07-2020,Haryana,North,902579,1435403,2858166,452890,419359,632f93ntcu,Patrion,491467.48
J94U9JP9,Aditya Sharma,YouTube,16-02-2021,Assam,West,135385,4781973,4601642,468221,161305,sohqxuzrh2,Patrion,459462.35
AO1WXLCI,Aryan Das,YouTube,10-04-2020,Maharashtra,West,448368,6036331,3981042,306050,39084,zvjh5ozyr4,Consultancy,416777.53
6SMMQZ6N,Aditya Das,Instagram,25-11-2021,Assam,Central,246066,6946742,618828,561846,357163,7szpl56gw9,Sponsorship,282406.8
JAM4RCER,Aryan Patel,YouTube,12-11-2021,Himachal Pradesh,North,828832,9861210,4659459,573206,478717,codaizhfki,Guest Appearance,992841.11
8KRDFV37,Aryan Yadav,Instagram,15-10-2021,Telangana,South,901289,2016336,127836,549563,216687,1d3q9540h2,Sponsorship,235293.51
KFQNKMB5,Ishaan Mehta,Snapchat,16-01-2022,Punjab,North,383612,5358689,3983229,316015,273428,nwt9yxy12o,Consultancy,990736.86
HZ14EUAB,Ishaan Yadav,Twitter / X,15-04-2022,Meghalaya,North,693051,5753446,1625194,83237,231001,naykynqvsk,Collaboration,759267.64
NWQQ4NOA,Aryan Reddy,Instagram,05-05-2024,Uttarakhand,North,190434,7012551,179994,390927,101948,isfwvvpo0t,Sponsorship,514136.55
LUKKAPIL,Kavya Nair,Instagram,03-08-2020,Tripura,South,841953,6549852,1015016,952022,295620,55w5f0v5vy,Consultancy,215840.88
YDH9ZLPV,Aarav Sharma,Snapchat,14-01-2021,Assam,East,421557,6499849,4673084,508778,68794,7cx7m59pcy,Sponsorship,964931.07
